requirement_id,task_id,mapping_role,notes
REQ-001,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-002,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-003,TASK-186,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-004,TASK-186,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-005,TASK-186,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-006,TASK-186,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-007,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-008,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-009,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-010,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-011,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-012,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-013,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-014,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-015,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-016,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-017,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-018,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-019,TASK-139,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
REQ-020,TASK-187,PRIMARY,W05 implementation traceability baseline; revise through controlled plan changes when evidence changes.
