path,change_type,prior_sha256,current_sha256,notes
AGENTS.md,MODIFIED,594b691a2b803eb85db92bf5d83b8fb8db2cb20602643a95dfbf6b2800a20cbc,c3981fe0bee220917d42283ea52c40581ac258cb2716fa09f09364b155698804,W16 cumulative update
CHANGELOG.md,MODIFIED,7159d71296e04ee4e9840be25f9e164738ee92fd0f4919b62654dfe907eecf13,3d98387067b0334849ff89a57597a642a96d6da29fb705a40e8af61923b5cfda,W16 cumulative update
README.md,MODIFIED,6fa23f12ee4c3a8b454c0085e67cb564f6df0f8e6c7b0b60a5aacaa88f21fe07,0557f380bba9062bfbd7346660d1f94413d09c7d7b846b3d9ff0813e6fcaf25a,W16 cumulative update
configs/acceptance_registry.json,MODIFIED,c41d125cacaa8794803ef5eab055c0942b875839bdc317c731bb9509f7de70a8,6a22e719a007dd70924d5babb3a7ba72ae0bb11099365659208ad5b2e454e2f6,W16 cumulative update
configs/hydration_manifest.json,MODIFIED,dcd36c876038ce74fe2b1a11c3e3e42ba82d8191c7ad8e20c9d2a763a178909e,eb9a44fe1934344ef84d522fb07eb045187711ad9ac097fee2f08a035221c6bc,W16 cumulative update
configs/implementation_plan.json,MODIFIED,326b15b782ef555d7ea85e53549ee77d80e10576482eea078d9c565885945868,3f89ca4e177126505f46641471c4cb682ca687adf2b984ff2c8c860b4888584c,W16 cumulative update
configs/model_architecture_registry.json,ADDED,,635228c63cf38a044b3b6fa8a6779aed2c577ebd2f492b9b45d0e0f1727fb820,W16 cumulative update
docs/51_MODEL_TARGETS_AND_OUTPUT_COHERENCE.md,ADDED,,0a9ef5d0cc74649cb829719c389f4d9941d40bd4b9eab83870c931b3a16d861d,W16 cumulative update
docs/52_MODEL_ARCHITECTURE_CANDIDATES.md,ADDED,,99be1aaa01490817a06f76e778fb6d098b8fdf6e3a596ee1a453bc85d0402925,W16 cumulative update
docs/53_JOINT_SCORE_AND_SIMULATION.md,ADDED,,8d76729ed1b772b0861568309948ca4e7c713940c460dfe5ac1d13fadf987fde,W16 cumulative update
docs/54_UNCERTAINTY_OOD_AND_MARKET_LANES.md,ADDED,,98e0478a2eb1e611ba2de6145bea6bbb96f4e46e952663b418096f6fd57fc305,W16 cumulative update
docs/55_W16_EXPERIMENT_BOUNDARIES_AND_W17_HANDOFF.md,ADDED,,faaf29e1f32aa6f512adf6cf8869a578a9353ac4e6d3388cfcd908d443e076b2,W16 cumulative update
docs/context/ADAPTIVE_ARCHITECTURE_CONTEXT.md,MODIFIED,66622e4297401b5ea8abf5bf8d757ee3034d632f686f5d0179467f2ff45e005a,74fa7d351cf14cb8ed5491ba1624149d4a6a09fc504719ca2465921b86ac173d,W16 cumulative update
docs/context/BAS_CONTEXT.md,MODIFIED,8a0161601c2462cce4c968df4b3c534a8ed72006f94724ad869b7e6624102ddd,8f544e16bfa7641f2de3a2f9d6cdd6d259a36c8c2f19231d933ac19d32a3d450,W16 cumulative update
docs/context/MODELING_CONTEXT.md,MODIFIED,7daf7de8b091304a9929507f25739a5ca92bb29e85d1f97ccd68f13bf5c46df3,4b4deceb8a9c0b4ab1c69715b5e528fbba520ee54cde9cab378b71f455371bf4,W16 cumulative update
docs/context/TAMU_SPECIALIZATION_CONTEXT.md,MODIFIED,2e118a3faa2bfda5382bd3bbbdbd94b3338c4d6ee2a460ca1ab2987764c96c26,9812160e05bd642f72cde11c8ee707b20b24584b8607208dff6336e29c0dc433,W16 cumulative update
governance/ACCEPTANCE_CONTROL_CATALOG.csv,MODIFIED,7d61030051129886cdd28eb615237199422271f5280e6711a43984f4d78ce758,30880b11353c0af2c935e2ae8624d1d78723c55bb64245601f857481fa4fea1b,W16 cumulative update
governance/ACCEPTANCE_STATUS.json,MODIFIED,81fe3e13f4c65e826be762c70e27965dec9450f872bc8a5d80abf731af12ee77,d4a2ee7152bb28b20faadeef4cda42f00b6b2900a92b1f734c25312cabe856b4,W16 cumulative update
governance/ACCEPTANCE_TASK_TRACEABILITY.csv,MODIFIED,cfa1378b39ce98a80f1a3c0f777c6550a587dd79af43ecd71725a4d88a21d7ad,7fb680f50fea66055df753943d8ff1b05da6ad8c786298b4ee9444b84e1b95b3,W16 cumulative update
governance/ADAPTIVE_CHANGE_LOG.csv,MODIFIED,e839d3c52c113110bb9d227033663e45a96a48d99c3f5d43449ac3ac75c89b54,d674c9940ca9f925923357b10c7c2f2ca645bdda8800bf050fd645e7ea20b382,W16 cumulative update
governance/ADAPTIVE_CHANGE_LOG.md,MODIFIED,4b46a057156c7be69973592c8fdb95476b0464182dc5a37641cc8a672da20b27,f53b16d7e1486df7d597e638834a57a13f87fa25f0280837e977d0502bbb3cba,W16 cumulative update
governance/ADR_ACCEPTANCE_TRACEABILITY.csv,MODIFIED,b94a0f30befd05d28d15a42c0e5ba8777e138b72f7998bc42fec746f3fb9b367,844dfde4f70ad71ea320d60a72327bd339eaa6c41b83f52c7ed37816e937e735,W16 cumulative update
governance/ADR_INDEX.csv,MODIFIED,d1e1919ac5143ea717fecbd94ed5a222438869ae4bf3ba2b44ea83d69a69e04d,ebece9a290f6a4669e933997cbd30e1c2d5c6a44e1927a1517df58139ca3191b,W16 cumulative update
governance/ASSUMPTIONS.md,MODIFIED,39ba080db61765d2eda4de1d04984e584d7050e9b02570454c0aab3998ce5645,786b8a0be8ee679ee0a8b07efc82c65d2c71da56ff81d51f46384434e1bd8d16,W16 cumulative update
governance/BASELINE_MODEL_CANDIDATES.csv,ADDED,,feafd74125ba85314e275630ac79a591694fe37b8c07d46518be253c3be6b763,W16 cumulative update
governance/CURRENT_BACKLOG.yaml,MODIFIED,ec96597fbd6c76bdb43d224f06135f0bfe4682582753e05e86831283baa624fd,326b2beb4270673e33318f59997c7f0db1f9d5d0eb9a3bb0d38561dbcd551656,W16 cumulative update
